lang,week,fear_mean,anger_mean,sadness_mean,disgust_mean,joy_mean,trust_mean,anticipation_mean,surprise_mean,danger_mean,weapon_mean,family_mean,flying_mean,animal_mean,health_mean,swimming_mean,place_house_mean,place_nature_mean,indoors_mean,outdoors_mean,romantic_mean,social_mean,friend_mean,stranger_mean,situation_childhood_mean,game_mean,music_mean,food_mean,object_inanimate_mean,object_animate_mean,negativity_mean,nightmare_index_mean,textlen_mean,words_mean,n_dreams,n_userdays
en,2026-06-08,0.3491877934272301,0.2137230046948356,0.2675258215962441,0.1979765258215962,0.1055211267605633,0.3031784037558685,0.2580046948356807,0.7219014084507043,0.7399201877934274,0.1988403755868544,0.5183708920187793,0.143150234741784,0.2135446009389671,0.2501549295774647,0.0568122065727699,0.3793286384976526,0.2485821596244131,0.2552863849765258,0.4081502347417841,0.2827417840375587,0.5574647887323944,0.3823427230046949,0.5209483568075117,0.3449577464788732,0.1461173708920187,0.0639906103286385,0.1033896713615023,0.1446103286384976,0.4335070422535211,0.0527535211267605,0.3466901408450704,493.5023474178404,98.09389671361502,213.0,156.0
en,2026-06-15,0.3671836734693878,0.2055510204081632,0.2628843537414966,0.2087142857142856,0.0917414965986394,0.2706666666666666,0.2394353741496598,0.7142448979591837,0.7310612244897959,0.1877755102040816,0.4479319727891157,0.1028027210884353,0.2266122448979591,0.2254829931972789,0.0424217687074829,0.3703197278911564,0.2319251700680272,0.2544013605442177,0.3763333333333333,0.2664149659863945,0.5690544217687075,0.3709047619047619,0.5356326530612245,0.3099183673469387,0.154843537414966,0.0647619047619047,0.0816530612244898,0.1268571428571429,0.4201428571428571,0.0798792517006802,0.361968253968254,543.2380952380952,108.8843537414966,147.0,113.0
en,2026-06-22,0.394375,0.2776691176470588,0.3181470588235294,0.2309632352941176,0.0875073529411764,0.3022867647058823,0.253110294117647,0.6944852941176469,0.7405073529411763,0.2174411764705882,0.5335441176470588,0.1373161764705882,0.1694117647058823,0.28675,0.0283308823529411,0.4038676470588235,0.2415147058823529,0.2995661764705882,0.3676617647058823,0.2552867647058823,0.5807867647058824,0.4237499999999999,0.4995294117647059,0.3381544117647059,0.1363382352941176,0.0553897058823529,0.0799999999999999,0.1385955882352941,0.4324044117647059,0.110391544117647,0.3968357843137255,605.6838235294117,122.08088235294116,136.0,102.0
en,2026-06-29,0.3667846153846153,0.1852,0.2728846153846154,0.1939461538461538,0.1129307692307692,0.2666153846153846,0.2179692307692307,0.7106,0.7355307692307692,0.1843384615384615,0.489176923076923,0.112376923076923,0.1725153846153846,0.2182,0.0438615384615384,0.3469923076923076,0.2324153846153846,0.2482,0.4013,0.2552153846153846,0.5319538461538462,0.3553615384615385,0.4891846153846153,0.3202769230769231,0.1152307692307692,0.0545153846153846,0.0787384615384615,0.1324615384615384,0.4232923076923077,0.0649307692307692,0.3454692307692308,505.54615384615386,101.22307692307692,130.0,115.0
en,2026-07-06,0.4177225340817962,0.2733857257417802,0.3099125902165196,0.221000801924619,0.1116535685645549,0.3196655974338412,0.2911339214113873,0.6925669607056937,0.7468171611868485,0.2306054530874098,0.5834791499599037,0.1222766639935845,0.1513283881315156,0.2900256615878108,0.0613769045709703,0.375565757818765,0.2420004009623095,0.2905958299919807,0.4541936647955092,0.2709286287089014,0.6030713712910987,0.4145954290296713,0.4805408981555733,0.3351315156375301,0.1422185244587009,0.1189843624699278,0.1135425020048115,0.1433259823576583,0.4343708901363272,0.0898458299919807,0.3798305265971665,598.4651162790698,119.25581395348836,86.0,71.0
other,2024-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2025-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2025-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
other,2025-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
other,2025-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
other,2026-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
other,2026-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2026-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
other,2026-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2026-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
other,2026-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0
other,2026-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
other,2026-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2026-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
other,2026-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0
other,2026-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2026-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
other,2026-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2026-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2026-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
other,2026-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2023-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
ru,2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
ru,2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
ru,2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
ru,2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
ru,2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0
ru,2024-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2024-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
ru,2025-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2025-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2025-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
ru,2025-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2025-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
ru,2025-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
ru,2025-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
ru,2025-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
ru,2025-04-28,0.48324,0.4650399999999999,0.43608,0.1978,0.16712,0.60256,0.60284,0.7972,0.8171200000000001,0.36568,0.6956800000000001,0.2484,0.344,0.5614,0.1670799999999999,0.6485600000000001,0.62768,0.6188800000000001,0.78892,0.4491999999999999,0.86164,0.7262,0.48916,0.50456,0.30888,0.25396,0.06188,0.26196,0.6025600000000001,0.0107,0.4116933333333333,790.12,135.88,25.0,22.0
ru,2025-05-05,0.5383714285714286,0.5297714285714287,0.4907714285714286,0.2257714285714285,0.1919142857142857,0.6477142857142858,0.6653714285714286,0.8223142857142857,0.8290571428571428,0.4136571428571429,0.7353714285714286,0.2840571428571428,0.3833714285714286,0.6242857142857143,0.1857714285714285,0.6999142857142856,0.6630571428571429,0.672342857142857,0.7884285714285715,0.4822571428571429,0.8992571428571428,0.7645428571428572,0.5187714285714287,0.5505714285714286,0.3461142857142857,0.2884571428571428,0.0714857142857142,0.296,0.6429142857142858,0.0263571428571428,0.4274857142857143,1081.6571428571428,180.68571428571428,35.0,27.0
ru,2025-05-12,0.5458039215686276,0.5396274509803922,0.4884313725490195,0.2297843137254901,0.1946470588235294,0.6577647058823529,0.6758627450980392,0.8217647058823531,0.83121568627451,0.4219411764705882,0.7520784313725489,0.2912941176470588,0.3956274509803921,0.6295686274509803,0.1890196078431372,0.7143137254901961,0.6764705882352942,0.6781764705882354,0.8039019607843138,0.4903333333333333,0.9024313725490196,0.7789019607843138,0.509764705882353,0.562313725490196,0.3509803921568628,0.2948039215686274,0.0764117647058823,0.2995294117647059,0.6469607843137256,0.0247058823529411,0.4271699346405229,1302.1764705882354,222.68627450980392,51.0,37.0
ru,2025-05-19,0.4897575757575757,0.4642727272727272,0.4423484848484849,0.2001818181818182,0.161,0.5982121212121212,0.6018333333333333,0.8068484848484849,0.8203787878787878,0.3622878787878788,0.7160454545454545,0.2383636363636363,0.3634393939393939,0.5594696969696971,0.1559545454545454,0.6653636363636363,0.614469696969697,0.6359242424242424,0.7640454545454546,0.4451212121212122,0.8672575757575758,0.7247272727272727,0.4848181818181818,0.5078333333333334,0.3001818181818181,0.2431818181818182,0.0654696969696969,0.2596818181818182,0.6078484848484847,0.0195340909090909,0.4231616161616162,954.5,164.0909090909091,66.0,54.0
ru,2025-05-26,0.469275,0.4474,0.427125,0.1923,0.157625,0.5864499999999999,0.5878500000000001,0.79695,0.815325,0.3472749999999999,0.71255,0.229725,0.334175,0.535975,0.150575,0.6502749999999999,0.5970500000000001,0.619425,0.7639,0.444025,0.87135,0.722925,0.4647500000000001,0.49085,0.29125,0.234825,0.05435,0.2404249999999999,0.587725,0.0119874999999999,0.41295,772.725,132.675,40.0,37.0
ru,2025-06-02,0.4415060240963855,0.4165421686746988,0.4016385542168674,0.1810602409638554,0.1498313253012048,0.5416867469879519,0.5360240963855422,0.7678915662650603,0.8067469879518071,0.3221566265060241,0.6704698795180722,0.2060843373493975,0.3127349397590361,0.491578313253012,0.1447108433734939,0.6006385542168675,0.5532650602409639,0.5686746987951807,0.7064096385542169,0.4366024096385542,0.8199156626506023,0.6707108433734941,0.4437469879518073,0.453578313253012,0.2705060240963855,0.2346024096385542,0.0507951807228915,0.2238554216867469,0.5442530120481928,0.0144277108433734,0.4001325301204819,643.710843373494,108.92771084337348,83.0,75.0
ru,2025-06-09,0.452659793814433,0.4268969072164949,0.4176701030927835,0.1827835051546391,0.1492371134020619,0.5574639175257732,0.5572474226804124,0.7751340206185567,0.8075360824742267,0.3268041237113402,0.6790515463917526,0.2068041237113402,0.3194329896907216,0.5097422680412372,0.143360824742268,0.6208762886597938,0.5759175257731959,0.5766907216494844,0.7335360824742269,0.4410515463917525,0.834257731958763,0.6959896907216494,0.4531443298969071,0.4750927835051546,0.2743505154639175,0.2309484536082474,0.0491649484536082,0.227020618556701,0.5606494845360825,0.0166520618556701,0.4100515463917525,615.4432989690722,106.340206185567,97.0,80.0
ru,2025-06-16,0.4551875,0.423765625,0.41578125,0.1848125,0.14834375,0.5590468749999999,0.5502734375,0.7824687499999999,0.8152109375000001,0.320140625,0.693640625,0.205203125,0.317953125,0.506171875,0.1468359375,0.6213046874999999,0.5721171875,0.5829609374999999,0.733921875,0.4281484375,0.843203125,0.6916796875000001,0.450453125,0.4714765625,0.2700781249999999,0.2306640625,0.0483203125,0.2232109374999999,0.555515625,0.01619140625,0.4137161458333334,575.109375,98.7578125,128.0,111.0
ru,2025-06-23,0.4426875,0.4176111111111111,0.4138402777777777,0.1825902777777777,0.1465833333333333,0.5473125,0.5385763888888889,0.7707222222222223,0.8120416666666667,0.3194444444444445,0.6740972222222221,0.2032430555555555,0.3114027777777777,0.4946180555555556,0.1454166666666666,0.6105763888888889,0.5562013888888888,0.5722777777777777,0.7245555555555556,0.4336875,0.8268125000000001,0.6771180555555555,0.4413541666666666,0.4610972222222222,0.2700694444444445,0.2393819444444444,0.0483958333333333,0.2211527777777777,0.5444791666666667,0.017234375,0.4096064814814815,706.2152777777778,122.43055555555556,144.0,117.0
ru,2025-06-30,0.4316592592592593,0.3994222222222222,0.4043185185185185,0.1755777777777777,0.1425777777777777,0.5299481481481481,0.5178814814814816,0.7622296296296296,0.8098592592592592,0.304,0.6589481481481482,0.190837037037037,0.3023407407407407,0.4726888888888889,0.1423851851851852,0.5957555555555556,0.5392074074074074,0.5552962962962962,0.7084962962962963,0.4231925925925926,0.8157703703703705,0.6582222222222223,0.4370074074074074,0.4482148148148148,0.2575481481481481,0.2337777777777777,0.0451185185185185,0.2084518518518518,0.5282148148148149,0.0164814814814814,0.4060345679012346,572.0814814814814,99.6074074074074,135.0,118.0
ru,2025-07-07,0.4161608391608392,0.3827272727272727,0.3901538461538462,0.1672867132867133,0.1327062937062937,0.5169370629370629,0.5012167832167833,0.761076923076923,0.8072097902097903,0.2869090909090909,0.6473146853146853,0.1782727272727272,0.2869230769230769,0.4541258741258741,0.1301818181818181,0.5815874125874126,0.5277342657342657,0.5402797202797203,0.6982377622377622,0.4130979020979021,0.8102797202797203,0.6575034965034965,0.4270209790209791,0.4281188811188812,0.2467972027972028,0.210055944055944,0.0393986013986013,0.1951398601398601,0.5177622377622377,0.0142604895104895,0.4051351981351982,554.4755244755245,96.25174825174824,143.0,119.0
ru,2025-07-14,0.4353360071301247,0.4063270944741532,0.3999924242424242,0.1747486631016042,0.1404897504456328,0.5347018716577541,0.5262905525846704,0.768813725490196,0.81050623885918,0.3041693404634581,0.6634621212121212,0.1894171122994652,0.3034799465240642,0.4794812834224599,0.136385918003565,0.6025343137254903,0.5486256684491979,0.5606991978609626,0.7198983957219252,0.4174786096256684,0.8266991978609626,0.6715396613190731,0.433313725490196,0.4477419786096256,0.2605200534759358,0.2190427807486631,0.0440298573975044,0.2081176470588235,0.5370338680926917,0.0165052361853832,0.4081218062982769,625.6363636363636,108.87878787878788,132.0,109.0
ru,2025-07-21,0.4153488372093023,0.3805271317829458,0.3875658914728682,0.1698217054263565,0.1341705426356589,0.5156589147286823,0.4953023255813953,0.7532093023255813,0.8061007751937984,0.289046511627907,0.6515348837209303,0.1763488372093023,0.2870930232558139,0.4522015503875968,0.1327984496124031,0.5793643410852714,0.5182248062015504,0.5447906976744186,0.6963488372093024,0.410031007751938,0.8066589147286821,0.6493875968992247,0.4198992248062015,0.4256124031007752,0.2441162790697674,0.2166976744186046,0.0406666666666666,0.1948062015503875,0.5133255813953489,0.0134011627906976,0.4021679586563307,531.8449612403101,93.24806201550388,129.0,102.0
ru,2025-07-28,0.4105742574257426,0.3739504950495049,0.3813366336633663,0.1655643564356435,0.1315247524752475,0.5054158415841584,0.4885049504950495,0.7562376237623762,0.8068316831683167,0.2826534653465347,0.6473267326732672,0.1687722772277227,0.2849900990099009,0.4428415841584158,0.1288712871287128,0.5721980198019803,0.5146831683168317,0.53409900990099,0.6968811881188118,0.4088019801980198,0.8030396039603961,0.6411188118811881,0.4238019801980198,0.4233069306930693,0.238049504950495,0.2171485148514851,0.0384851485148514,0.1905643564356436,0.5076633663366338,0.0143861386138613,0.4013894389438943,521.4356435643564,91.78217821782178,101.0,82.0
ru,2025-08-04,0.4402831858407079,0.4079380530973452,0.4138938053097344,0.1825840707964601,0.1429734513274336,0.5421061946902654,0.5277168141592921,0.7755752212389381,0.8130176991150442,0.3045309734513274,0.6739469026548673,0.1879911504424778,0.3076017699115044,0.4845221238938053,0.1420884955752212,0.608433628318584,0.5485309734513274,0.5656371681415928,0.7169823008849556,0.4238495575221238,0.8308318584070797,0.6721061946902656,0.4407699115044248,0.4560176991150442,0.2569646017699115,0.2342389380530973,0.0428141592920354,0.2063539823008849,0.5368672566371682,0.0186349557522123,0.4127581120943953,566.5486725663717,99.02654867256638,113.0,98.0
ru,2025-08-11,0.4295891472868217,0.3892248062015503,0.3990155038759689,0.1741395348837209,0.1380542635658914,0.5250232558139535,0.5089767441860465,0.7579999999999999,0.8117596899224806,0.2925503875968992,0.6544961240310077,0.180813953488372,0.2964806201550388,0.464906976744186,0.1368837209302325,0.5876899224806202,0.5320620155038759,0.5474263565891473,0.7097054263565892,0.4148527131782945,0.8197829457364342,0.6587286821705426,0.4293953488372092,0.4391007751937984,0.2507751937984496,0.2200930232558139,0.041875968992248,0.2028682170542635,0.5226744186046511,0.016453488372093,0.408733850129199,468.2170542635659,81.82945736434108,129.0,109.0
ru,2025-08-18,0.4454311926605505,0.4151467889908257,0.42,0.1867706422018348,0.1472477064220183,0.5439816513761467,0.5347339449541284,0.7735321100917429,0.8144862385321102,0.3102018348623853,0.6723577981651376,0.1956880733944954,0.310908256880734,0.4900550458715596,0.1487706422018348,0.6122018348623852,0.554,0.5694770642201835,0.7193669724770643,0.4255504587155964,0.8297247706422018,0.6714495412844037,0.4445504587155963,0.4632660550458715,0.2642935779816514,0.2413394495412844,0.0456605504587156,0.2149357798165137,0.5404311926605504,0.0212224770642201,0.4127247706422018,524.1926605504588,93.04587155963304,109.0,103.0
ru,2025-08-25,0.4387310924369748,0.4031848739495798,0.4153781512605042,0.1797058823529411,0.1421344537815126,0.5383025210084033,0.5217899159663866,0.7757058823529412,0.8139159663865546,0.3011764705882353,0.6788823529411765,0.185798319327731,0.3066470588235294,0.4824285714285714,0.1411428571428571,0.6043193277310924,0.5477731092436975,0.5596470588235293,0.721201680672269,0.4202941176470588,0.8301344537815126,0.6704621848739496,0.4378235294117647,0.4542268907563025,0.2552605042016806,0.2251764705882353,0.0418319327731092,0.2053865546218487,0.5353529411764706,0.019031512605042,0.413873949579832,499.15966386554624,87.09243697478992,119.0,103.0
ru,2025-09-01,0.4469423076923077,0.4133341346153846,0.4115408653846154,0.182150641025641,0.1454102564102564,0.5474142628205129,0.5370008012820512,0.7730785256410256,0.8147812499999999,0.3122748397435897,0.6775184294871794,0.1981842948717948,0.3054503205128205,0.4877636217948718,0.1439134615384615,0.609391826923077,0.5544767628205127,0.5751338141025641,0.7262732371794871,0.4262051282051282,0.8341586538461538,0.6755288461538462,0.4425352564102564,0.461963141025641,0.2628814102564103,0.2307283653846153,0.0448902243589743,0.2089535256410256,0.5416514423076924,0.0170797275641025,0.4123445512820513,641.1794871794872,113.6153846153846,78.0,65.0
ru,2025-09-08,0.4622555555555555,0.4327111111111111,0.4329333333333333,0.1910555555555555,0.1526888888888889,0.5712333333333334,0.5544333333333333,0.7886111111111112,0.8197777777777778,0.3270555555555556,0.6989777777777778,0.2043777777777777,0.3231777777777778,0.515688888888889,0.1519888888888888,0.6314666666666667,0.5768333333333333,0.5877222222222223,0.7387666666666667,0.4403,0.8476222222222223,0.6984333333333335,0.4541777777777778,0.4766777777777777,0.2741222222222222,0.2471555555555555,0.0463777777777777,0.2201444444444444,0.5586555555555556,0.0177777777777777,0.4189666666666666,641.5111111111111,114.53333333333332,90.0,77.0
ru,2025-09-15,0.4241184210526316,0.3830131578947368,0.3922236842105263,0.1717763157894737,0.1346578947368421,0.5151710526315789,0.495421052631579,0.7618815789473684,0.8075,0.2901578947368421,0.6464473684210527,0.1800131578947368,0.2958815789473684,0.4507894736842105,0.1345263157894737,0.5779605263157894,0.5193421052631578,0.5279473684210526,0.6912236842105264,0.4049473684210526,0.8051184210526316,0.6509605263157895,0.4258947368421052,0.428578947368421,0.24025,0.2125921052631579,0.0406842105263157,0.1977236842105263,0.5141315789473684,0.0178684210526315,0.4066228070175439,440.17105263157896,76.48684210526316,76.0,65.0
ru,2025-09-22,0.4471851851851852,0.4149999999999999,0.4143580246913581,0.189395061728395,0.1501975308641975,0.5448271604938272,0.5346172839506174,0.7657654320987655,0.8108518518518518,0.3159753086419753,0.6683333333333334,0.2037654320987654,0.3173086419753086,0.4883086419753086,0.1478518518518518,0.6031481481481482,0.5533703703703705,0.5635925925925926,0.7214814814814815,0.425358024691358,0.8232592592592592,0.6733333333333332,0.4475185185185185,0.4639135802469136,0.2722098765432099,0.2389629629629629,0.0478395061728395,0.2163827160493827,0.5390493827160494,0.0189722222222222,0.4072674897119341,712.3703703703703,127.1358024691358,81.0,72.0
ru,2025-09-29,0.3872881355932203,0.3426016949152542,0.3616525423728814,0.1526694915254237,0.1195169491525423,0.4717542372881356,0.4510508474576271,0.7434152542372882,0.8013389830508474,0.2536101694915254,0.6222881355932203,0.1498050847457627,0.2644915254237288,0.4087881355932203,0.1187118644067796,0.5452881355932203,0.4848728813559321,0.5016525423728814,0.6762033898305086,0.392457627118644,0.7796355932203389,0.6108305084745762,0.4103983050847457,0.3974067796610169,0.2184745762711864,0.1960338983050847,0.0338559322033898,0.1734406779661017,0.4813983050847457,0.0154173728813559,0.3972429378531074,388.5169491525424,67.87288135593221,118.0,101.0
ru,2025-10-06,0.4299122807017544,0.3951929824561404,0.3983157894736842,0.1735964912280701,0.1377982456140351,0.5262017543859648,0.5102894736842105,0.7672105263157895,0.8118333333333334,0.2966315789473684,0.6664736842105264,0.1838508771929825,0.2988333333333333,0.4676315789473684,0.1361666666666666,0.591017543859649,0.5375087719298246,0.5508333333333335,0.7118508771929825,0.4184561403508772,0.8195877192982456,0.6604824561403508,0.4295877192982456,0.4414122807017543,0.2499561403508771,0.2216228070175438,0.0418157894736842,0.1989035087719298,0.5232105263157895,0.0172543859649122,0.4088888888888888,467.14912280701753,82.5,114.0,94.0
ru,2025-10-13,0.4121260504201681,0.3656386554621849,0.3831176470588234,0.1650252100840336,0.1259327731092437,0.5014957983193277,0.4819495798319328,0.7553529411764706,0.8106890756302522,0.2747226890756302,0.6459579831932774,0.1638823529411764,0.2799075630252101,0.444436974789916,0.1250924369747899,0.5704453781512605,0.5127226890756302,0.5302605042016807,0.6947731092436975,0.3992605042016807,0.8032352941176472,0.6394537815126051,0.4176974789915965,0.4166302521008404,0.2310252100840336,0.207890756302521,0.033781512605042,0.1819159663865546,0.5054705882352941,0.0177626050420168,0.4093781512605042,411.30252100840335,73.31932773109244,119.0,99.0
ru,2025-10-20,0.4189117647058824,0.3845441176470588,0.3923897058823529,0.170735294117647,0.1339044117647058,0.5128235294117647,0.5017205882352941,0.7615588235294117,0.8091544117647059,0.2875808823529412,0.6491544117647059,0.1776985294117647,0.2905661764705882,0.4523014705882352,0.1334485294117647,0.5861029411764707,0.5297941176470587,0.5409044117647058,0.7050588235294118,0.4128308823529412,0.8102941176470587,0.6487205882352941,0.4263014705882353,0.4340588235294118,0.2454264705882352,0.2184485294117647,0.0413308823529411,0.1966470588235294,0.5156323529411764,0.01828125,0.4062475490196078,475.4191176470589,83.88970588235294,136.0,113.0
ru,2025-10-27,0.4349383561643836,0.3936095890410959,0.3995616438356165,0.1721232876712329,0.1362534246575342,0.5287191780821918,0.5133561643835617,0.7708082191780823,0.8134931506849314,0.2937808219178082,0.6660205479452055,0.1785684931506849,0.2913493150684931,0.4697465753424657,0.1328561643835616,0.5954931506849315,0.5423424657534246,0.5598356164383562,0.7169452054794521,0.4138082191780822,0.8257739726027398,0.6752534246575342,0.4334657534246575,0.4407876712328767,0.2462808219178082,0.2129109589041095,0.0391232876712328,0.1975342465753424,0.5308356164383561,0.0175719178082191,0.4130776255707762,507.67123287671234,89.86301369863014,146.0,123.0
ru,2025-11-03,0.4582920353982301,0.4248672566371682,0.4228230088495575,0.1900088495575221,0.1503982300884956,0.5500973451327432,0.5401592920353983,0.778646017699115,0.8153893805309734,0.3166725663716814,0.6827168141592921,0.202646017699115,0.3159292035398229,0.4958849557522125,0.153362831858407,0.6160530973451328,0.5665486725663716,0.5758318584070795,0.726991150442478,0.4301858407079645,0.8364070796460177,0.6841061946902655,0.450353982300885,0.4713893805309734,0.2689911504424779,0.2391150442477876,0.0465398230088495,0.2175929203539823,0.5453008849557522,0.02375,0.4151032448377581,614.8761061946902,108.65486725663716,113.0,103.0
ru,2025-11-10,0.4368524590163934,0.3979836065573771,0.4044999999999999,0.175844262295082,0.1390573770491803,0.5294918032786885,0.5125491803278689,0.7640081967213114,0.8110819672131148,0.2980327868852458,0.6654180327868853,0.1864098360655737,0.2994836065573771,0.4725983606557378,0.140327868852459,0.5916311475409837,0.5390081967213115,0.5524672131147542,0.7092950819672131,0.4169590163934425,0.8170983606557377,0.6588606557377049,0.4338032786885246,0.4473524590163934,0.2533360655737705,0.223983606557377,0.0422622950819672,0.2037622950819672,0.5259098360655738,0.0195204918032786,0.4117540983606557,589.9262295081967,104.38524590163937,122.0,107.0
ru,2025-11-17,0.4337868852459017,0.3935819672131148,0.4008852459016394,0.1757049180327868,0.1396311475409836,0.5226885245901639,0.511516393442623,0.763844262295082,0.8089918032786886,0.2975081967213114,0.6562540983606557,0.1850819672131147,0.2975819672131148,0.4670737704918032,0.1408934426229508,0.585983606557377,0.535016393442623,0.5509344262295082,0.7058852459016393,0.4208524590163934,0.809655737704918,0.6536311475409836,0.4398770491803278,0.4441475409836065,0.2512131147540984,0.2335901639344262,0.0441967213114754,0.2024344262295082,0.5210573770491803,0.0198299180327868,0.4082568306010929,564.5,100.86065573770492,122.0,108.0
ru,2025-11-24,0.4465581395348837,0.4043255813953488,0.407062015503876,0.1800930232558139,0.1440387596899224,0.5338294573643411,0.5267829457364341,0.7675116279069767,0.8097596899224806,0.3057519379844961,0.6663798449612403,0.188984496124031,0.3071317829457364,0.4777131782945736,0.142875968992248,0.6011472868217055,0.5483488372093024,0.5582558139534883,0.7136356589147287,0.4274961240310078,0.8211162790697675,0.6683023255813954,0.4426899224806201,0.4568837209302325,0.2568217054263566,0.2434883720930233,0.0451705426356589,0.2109767441860465,0.5373255813953488,0.0205755813953488,0.4104211886304909,658.2868217054264,116.05426356589147,129.0,113.0
